Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,100,35,3.5,3.5,0,0,95,15,0,14,1,85,Short,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,150,80,9,6,0,15,100,17,0,15,2,85,Short,Coconut,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,100,0,0,0,0,5,90,17,0,17,7,85,Short,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,150,45,5,3.5,0,20,95,19,0,18,7,85,Short,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,140,50,6,3,0,15,90,17,0,16,6,85,Short,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,190,90,11,6,0,35,95,19,0,18,7,85,Short,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,120,30,3.5,2,0,15,100,17,0,16,7,85,Short,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,180,80,8,5,0,30,105,19,0,18,7,85,Short,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,120,25,2.5,0,0,0,80,19,1,17,5,85,Short,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,8,180,70,8,3.5,0,15,85,21,1,18,6,85,Short,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,140,40,4.5,0,0,0,150,24,1,21,3,85,Tall,Almond,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,200,100,11,4,0,20,160,26,1,23,4,85,Tall,Almond,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,170,50,6,5,0,0,160,27,0,25,2,85,Tall,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,230,110,12,9,0,20,160,29,1,27,3,85,Tall,Coconut,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,170,5,0,0,0,5,150,30,0,30,11,85,Tall,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,230,60,6,4,0,25,150,32,0,31,11,85,Tall,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,240,80,9,5,0,25,150,30,0,29,10,85,Tall,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,300,130,15,9,0,45,160,32,0,31,10,85,Tall,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,210,50,5,3.5,0,20,160,30,0,29,10,85,Tall,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,270,100,11,7,0,40,170,32,0,31,11,85,Tall,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,210,35,4,0.5,0,0,135,34,1,30,9,85,Tall,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,12,270,90,10,4.5,0,20,140,35,1,31,9,85,Tall,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,200,50,6,0.5,0,0,200,35,1,31,5,170,Grande,Almond,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,270,110,13,5,0,25,200,37,1,33,5,170,Grande,Almond,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,230,70,7,6,0,0,210,38,1,35,3,170,Grande,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,300,130,14,11,0,25,210,40,1,37,4,170,Grande,Coconut,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,230,5,0,0,0,10,200,43,0,41,14,170,Grande,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,300,70,7,4.5,0,30,200,45,0,43,14,170,Grande,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,320,100,11,6,0,35,200,42,0,40,13,170,Grande,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,390,160,18,11,0.5,55,210,44,0,42,13,170,Grande,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,280,60,7,4,0,30,210,42,0,40,13,170,Grande,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,350,120,14,9,0.5,50,220,44,0,42,14,170,Grande,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,280,45,5,0.5,0,0,180,46,1,41,11,170,Grande,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,16,350,110,12,5,0,25,180,49,1,43,12,170,Grande,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,260,70,8,0.5,0,0,260,45,2,41,6,170,Venti,Almond,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,330,130,14,5,0,25,270,48,2,43,6,170,Venti,Almond,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,300,90,9,8,0,0,270,50,1,46,4,170,Venti,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,370,150,16,13,0,25,280,52,1,48,5,170,Venti,Coconut,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,300,5,0.5,0,0,10,260,56,0,54,18,170,Venti,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,370,70,7,4.5,0,30,260,58,0,56,18,170,Venti,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,410,130,14,8,0,45,260,55,0,53,17,170,Venti,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,480,190,21,12,0.5,65,270,57,0,55,17,170,Venti,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,370,80,9,5,0,35,280,55,0,53,17,170,Venti,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,440,140,16,10,0.5,55,290,57,0,55,18,170,Venti,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,360,60,7,1,0,0,230,61,2,54,15,170,Venti,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Pumpkin Spice Latte,20,440,120,14,5,0,25,240,63,2,56,15,170,Venti,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,100,30,3.5,0.5,0,0,100,16,2,13,2,90,Short,Almond,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,170,80,9,4.5,0,20,170,22,2,18,2,90,Short,Almond,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,110,35,4,3.5,0,0,105,18,1,15,1,90,Short,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,190,90,10,7,0,20,170,23,1,20,2,90,Short,Coconut,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,110,5,0.5,0,0,5,100,20,1,18,6,90,Short,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,190,60,7,4,0,20,170,25,1,23,7,90,Short,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,150,50,6,3.5,0,15,100,20,1,17,6,90,Short,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,230,100,12,7,0,35,170,25,1,22,6,90,Short,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,140,35,3.5,2.5,0,15,110,20,1,17,6,90,Short,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,210,90,10,6,0,30,170,25,1,22,7,90,Short,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,140,25,3,0.5,0,0,90,22,2,18,5,90,Short,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,8,210,80,9,4.5,0,20,160,27,2,23,6,90,Short,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,170,50,5,1,0,0,170,29,3,24,3,100,Tall,Almond,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,260,110,12,6,0,20,240,36,3,30,4,100,Tall,Almond,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,200,60,6,5,0,0,180,32,2,27,2,100,Tall,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,290,120,13,10,0,20,240,39,2,33,3,100,Tall,Coconut,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,190,10,1.5,1,0,5,170,35,2,32,10,100,Tall,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,280,80,8,5,0,25,240,42,2,38,10,100,Tall,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,260,80,9,5,0,25,170,35,2,31,9,100,Tall,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,350,140,16,10,0,45,240,42,2,37,10,100,Tall,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,230,50,6,4,0,20,180,35,2,31,10,100,Tall,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,320,120,13,8,0,40,250,42,2,37,10,100,Tall,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,230,45,5,1,0,0,160,38,3,32,8,100,Tall,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,12,320,110,12,6,0,20,220,45,3,38,9,100,Tall,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,240,60,7,1.5,0,0,230,43,4,35,5,190,Grande,Almond,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,340,130,15,7,0,25,310,50,4,41,5,190,Grande,Almond,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,270,70,8,7,0,0,240,46,3,39,3,190,Grande,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,370,140,16,12,0,25,320,53,3,45,4,190,Grande,Coconut,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,270,20,2,1,0,5,230,50,3,44,13,190,Grande,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,370,90,10,6,0,30,310,57,3,50,13,190,Grande,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,350,100,11,7,0,30,230,50,3,43,12,190,Grande,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,450,170,19,12,0.5,55,310,57,3,50,13,190,Grande,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,320,70,8,5,0,25,240,50,3,43,12,190,Grande,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,420,140,16,10,0,50,320,57,3,50,13,190,Grande,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,320,60,6,1.5,0,0,210,54,4,44,11,190,Grande,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,16,420,130,14,7,0,25,290,61,4,50,11,190,Grande,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,320,80,9,2,0,0,300,56,6,46,6,195,Venti,Almond,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,420,150,17,7,0,25,380,64,6,53,6,195,Venti,Almond,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,360,100,11,9,0,0,310,60,5,51,4,195,Venti,Coconut,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,460,170,19,14,0,25,390,68,5,58,5,195,Venti,Coconut,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,350,25,2.5,1.5,0,10,300,66,4,58,16,195,Venti,Nonfat milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,450,100,11,7,0,30,380,73,4,65,17,195,Venti,Nonfat milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,460,130,15,9,0,40,300,65,4,57,15,195,Venti,Whole Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,560,210,23,14,0.5,65,380,72,4,64,16,195,Venti,Whole Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,420,90,10,6,0,30,320,65,4,57,16,195,Venti,2% Milk,No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,520,160,18,11,0.5,55,400,72,4,64,17,195,Venti,2% Milk,Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,410,70,8,2,0,0,280,70,5,58,14,195,Venti,Soy (United States),No Whipped Cream
espresso,Starbucks® Blonde Salted Caramel Mocha,20,510,150,16,7,0,25,360,77,5,65,14,195,Venti,Soy (United States),Whipped Cream
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,70,25,2.5,0,0,0,70,11,1,9,1,85,Short,Almond,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,90,30,3.5,3.5,0,0,65,13,0,12,1,85,Short,Coconut,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,80,0,0,0,0,5,65,15,0,14,6,85,Short,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,130,45,5,3,0,15,70,15,0,14,5,85,Short,Whole Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,110,30,3,2,0,15,75,15,0,14,5,85,Short,2% Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,8,110,20,2.5,0,0,0,55,17,1,14,4,85,Short,Soy (United States),
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,90,35,4,0,0,0,110,12,1,10,2,85,Tall,Almond,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,110,50,5,5,0,0,100,16,0,14,1,85,Tall,Coconut,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,110,0,0,0,0,5,100,19,0,18,8,85,Tall,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,180,70,8,4.5,0,25,105,19,0,18,8,85,Tall,Whole Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,150,45,5,3,0,20,115,19,0,18,8,85,Tall,2% Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,12,150,35,3.5,0,0,0,90,22,1,18,7,85,Tall,Soy (United States),
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,110,50,5,0,0,0,140,15,2,11,3,170,Grande,Almond,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,140,60,7,7,0,0,130,19,0,17,1,170,Grande,Coconut,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,140,0,0,0,0,5,130,24,0,22,11,170,Grande,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,230,90,10,6,0,30,135,23,0,21,10,170,Grande,Whole Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,190,60,6,4,0,25,150,23,0,21,11,170,Grande,2% Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,16,190,45,5,0.5,0,0,115,27,1,22,9,170,Grande,Soy (United States),
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,140,60,7,0.5,0,0,180,16,2,12,3,170,Venti,Almond,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,170,80,9,9,0,0,170,22,0,20,1,170,Venti,Coconut,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,170,5,0,0,0,10,170,28,0,26,14,170,Venti,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,280,120,13,7,0,40,170,27,0,26,13,170,Venti,Whole Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,240,70,8,5,0,30,190,27,0,26,14,170,Venti,2% Milk,
espresso,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,20,230,50,6,1,0,0,150,32,2,26,11,170,Venti,Soy (United States),
espresso,Starbucks® Blonde Vanilla Latte,8,70,25,3,0,0,0,80,9,1,7,1,85,Short,Almond,
espresso,Starbucks® Blonde Vanilla Latte,8,90,35,4,4,0,0,75,12,0,11,1,85,Short,Coconut,
espresso,Starbucks® Blonde Vanilla Latte,8,80,0,0,0,0,5,75,14,0,14,6,85,Short,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Latte,8,130,50,6,3.5,0,20,75,14,0,13,6,85,Short,Whole Milk,
espresso,Starbucks® Blonde Vanilla Latte,8,110,30,3.5,2,0,15,85,14,0,13,6,85,Short,2% Milk,
espresso,Starbucks® Blonde Vanilla Latte,8,110,25,2.5,0,0,0,65,16,1,14,5,85,Short,Soy (United States),
espresso,Starbucks® Blonde Vanilla Latte,12,110,40,4.5,0,0,0,125,16,1,14,2,85,Tall,Almond,
espresso,Starbucks® Blonde Vanilla Latte,12,140,60,6,6,0,0,115,20,0,19,1,85,Tall,Coconut,
espresso,Starbucks® Blonde Vanilla Latte,12,140,0,0,0,0,5,115,24,0,23,10,85,Tall,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Latte,12,210,80,9,5,0,30,120,24,0,23,9,85,Tall,Whole Milk,
espresso,Starbucks® Blonde Vanilla Latte,12,180,50,6,3.5,0,20,130,24,0,23,9,85,Tall,2% Milk,
espresso,Starbucks® Blonde Vanilla Latte,12,180,40,4,0.5,0,0,100,27,1,23,8,85,Tall,Soy (United States),
espresso,Starbucks® Blonde Vanilla Latte,16,150,50,6,0,0,0,160,23,2,19,3,170,Grande,Almond,
espresso,Starbucks® Blonde Vanilla Latte,16,190,70,8,7,0,0,140,28,0,26,1,170,Grande,Coconut,
espresso,Starbucks® Blonde Vanilla Latte,16,180,0,0,0,0,5,150,33,0,32,12,170,Grande,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Latte,16,280,100,11,6,0,35,150,33,0,31,11,170,Grande,Whole Milk,
espresso,Starbucks® Blonde Vanilla Latte,16,240,60,7,4.5,0,30,160,33,0,31,12,170,Grande,2% Milk,
espresso,Starbucks® Blonde Vanilla Latte,16,240,45,5,0.5,0,0,125,37,1,32,10,170,Grande,Soy (United States),
espresso,Starbucks® Blonde Vanilla Latte,20,200,70,8,0.5,0,0,200,30,2,26,3,170,Venti,Almond,
espresso,Starbucks® Blonde Vanilla Latte,20,240,90,10,10,0,0,190,36,0,34,2,170,Venti,Coconut,
espresso,Starbucks® Blonde Vanilla Latte,20,240,5,0,0,0,10,190,43,0,41,16,170,Venti,Nonfat milk,
espresso,Starbucks® Blonde Vanilla Latte,20,360,130,15,8,0,45,190,42,0,41,15,170,Venti,Whole Milk,
espresso,Starbucks® Blonde Vanilla Latte,20,310,80,9,6,0,35,210,42,0,41,15,170,Venti,2% Milk,
espresso,Starbucks® Blonde Vanilla Latte,20,310,60,7,1,0,0,160,48,2,41,12,170,Venti,Soy (United States),
espresso,Vanilla Bean Coconutmilk Latte,24,500,200,23,14,0.5,65,310,71,1,66,4,115,Short,Almond,
espresso,Vanilla Bean Coconutmilk Latte,8,90,30,3.5,3.5,0,0,65,13,0,12,1,75,Short,Coconut,
espresso,Vanilla Bean Coconutmilk Latte,8,80,0,0,0,0,5,65,15,0,14,6,75,Short,Nonfat milk,
espresso,Vanilla Bean Coconutmilk Latte,8,130,45,5,3,0,15,70,15,0,14,5,75,Short,Whole Milk,
espresso,Vanilla Bean Coconutmilk Latte,8,110,30,3,2,0,15,75,15,0,14,5,75,Short,2% Milk,
espresso,Vanilla Bean Coconutmilk Latte,8,110,20,2.5,0,0,0,55,17,1,14,4,75,Short,Soy (United States),
espresso,Vanilla Bean Coconutmilk Latte,8,70,25,2.5,0,0,0,70,11,1,9,1,75,Tall,Almond,
espresso,Vanilla Bean Coconutmilk Latte,12,110,50,5,5,0,0,100,16,0,14,1,75,Tall,Coconut,
espresso,Vanilla Bean Coconutmilk Latte,12,110,0,0,0,0,5,100,19,0,18,8,75,Tall,Nonfat milk,
espresso,Vanilla Bean Coconutmilk Latte,12,180,70,8,4.5,0,25,105,19,0,18,8,75,Tall,Whole Milk,
espresso,Vanilla Bean Coconutmilk Latte,12,150,45,5,3,0,20,115,19,0,18,8,75,Tall,2% Milk,
espresso,Vanilla Bean Coconutmilk Latte,12,150,35,3.5,0,0,0,90,22,1,18,7,75,Tall,Soy (United States),
espresso,Vanilla Bean Coconutmilk Latte,12,90,35,4,0,0,0,110,12,1,10,2,75,Grande,Almond,
espresso,Vanilla Bean Coconutmilk Latte,16,170,60,7,7,0,0,130,26,0,23,1,150,Grande,Coconut,
espresso,Vanilla Bean Coconutmilk Latte,16,170,0,0,0,0,5,135,30,0,28,11,150,Grande,Nonfat milk,
espresso,Vanilla Bean Coconutmilk Latte,16,250,90,10,6,0,30,135,30,0,28,10,150,Grande,Whole Milk,
espresso,Vanilla Bean Coconutmilk Latte,16,220,60,6,4,0,25,150,30,0,28,11,150,Grande,2% Milk,
espresso,Vanilla Bean Coconutmilk Latte,16,220,45,5,0.5,0,0,115,34,1,28,9,150,Grande,Soy (United States),
espresso,Vanilla Bean Coconutmilk Latte,16,140,50,5,0,0,0,140,21,2,17,3,150,Venti,Almond,
espresso,Vanilla Bean Coconutmilk Latte,20,200,80,9,9,0,0,170,29,0,26,1,150,Venti,Coconut,
espresso,Vanilla Bean Coconutmilk Latte,20,200,5,0,0,0,10,170,34,0,33,14,150,Venti,Nonfat milk,
espresso,Vanilla Bean Coconutmilk Latte,20,310,120,13,7,0,40,170,34,0,32,13,150,Venti,Whole Milk,
espresso,Vanilla Bean Coconutmilk Latte,20,260,70,8,5,0,30,190,34,0,32,14,150,Venti,2% Milk,
espresso,Vanilla Bean Coconutmilk Latte,20,260,50,6,1,0,0,150,39,2,32,11,150,Venti,Soy (United States),
espresso,White Chocolate Mocha ,20,220,80,8,0.5,0,0,220,34,2,31,3,0,Short,Almond,No Whipped Cream
espresso,White Chocolate Mocha ,8,140,45,5,2,0,0,115,22,1,20,3,75,Short,Almond,Whipped Cream
espresso,White Chocolate Mocha ,8,160,50,6,5,0,0,110,24,0,23,2,75,Short,Coconut,No Whipped Cream
espresso,White Chocolate Mocha ,8,210,100,11,8,0,20,115,26,0,25,3,75,Short,Coconut,Whipped Cream
espresso,White Chocolate Mocha ,8,160,20,2.5,2,0,5,110,27,0,26,7,75,Short,Nonfat milk,No Whipped Cream
espresso,White Chocolate Mocha ,8,210,70,8,5,0,25,115,28,0,27,7,75,Short,Nonfat milk,Whipped Cream
espresso,White Chocolate Mocha ,8,200,70,7,5,0,15,115,26,0,26,7,75,Short,Whole Milk,No Whipped Cream
espresso,White Chocolate Mocha ,8,250,110,12,8,0,35,120,28,0,27,7,75,Short,Whole Milk,Whipped Cream
espresso,White Chocolate Mocha ,8,180,50,5,4,0,15,120,26,0,26,7,75,Short,2% Milk,No Whipped Cream
espresso,White Chocolate Mocha ,8,230,90,10,7,0,30,125,28,0,27,7,75,Short,2% Milk,Whipped Cream
espresso,White Chocolate Mocha ,8,180,40,4.5,2,0,0,105,29,1,26,6,75,Short,Soy (United States),No Whipped Cream
espresso,White Chocolate Mocha ,8,230,90,10,5,0,20,110,30,1,27,6,75,Short,Soy (United States),Whipped Cream
espresso,White Chocolate Mocha ,8,190,90,10,5,0,15,120,24,1,22,3,75,Tall,Almond,No Whipped Cream
espresso,White Chocolate Mocha ,12,210,70,8,3,0,0,180,33,1,31,4,75,Tall,Almond,Whipped Cream
espresso,White Chocolate Mocha ,12,240,80,9,8,0,0,170,37,0,35,3,75,Tall,Coconut,No Whipped Cream
espresso,White Chocolate Mocha ,12,300,140,15,12,0,25,180,39,0,37,4,75,Tall,Coconut,Whipped Cream
espresso,White Chocolate Mocha ,12,240,35,3.5,3,0,5,170,40,0,40,11,75,Tall,Nonfat milk,No Whipped Cream
espresso,White Chocolate Mocha ,12,300,90,10,7,0,30,180,42,0,41,11,75,Tall,Nonfat milk,Whipped Cream
espresso,White Chocolate Mocha ,12,300,100,12,7,0,25,180,40,0,39,11,75,Tall,Whole Milk,No Whipped Cream
espresso,White Chocolate Mocha ,12,370,160,18,11,0,50,180,42,0,41,11,75,Tall,Whole Milk,Whipped Cream
espresso,White Chocolate Mocha ,12,280,80,8,6,0,20,190,40,0,39,11,75,Tall,2% Milk,No Whipped Cream
espresso,White Chocolate Mocha ,12,340,130,14,10,0,45,190,42,0,41,11,75,Tall,2% Milk,Whipped Cream
espresso,White Chocolate Mocha ,12,280,70,7,3.5,0,0,160,43,1,40,9,75,Tall,Soy (United States),No Whipped Cream
espresso,White Chocolate Mocha ,12,340,120,13,7,0,25,170,45,1,41,10,75,Tall,Soy (United States),Whipped Cream
espresso,White Chocolate Mocha ,12,280,120,14,7,0,20,190,35,1,33,5,75,Grande,Almond,No Whipped Cream
espresso,White Chocolate Mocha ,16,280,90,10,4,0,0,230,44,1,41,6,150,Grande,Almond,Whipped Cream
espresso,White Chocolate Mocha ,16,310,100,12,10,0,0,220,49,0,47,4,150,Grande,Coconut,No Whipped Cream
espresso,White Chocolate Mocha ,16,390,170,19,15,0,30,230,51,0,49,5,150,Grande,Coconut,Whipped Cream
espresso,White Chocolate Mocha ,16,310,45,5,4,0,10,220,53,0,52,14,150,Grande,Nonfat milk,No Whipped Cream
espresso,White Chocolate Mocha ,16,380,110,12,8,0,35,230,55,0,54,15,150,Grande,Nonfat milk,Whipped Cream
espresso,White Chocolate Mocha ,16,400,130,15,10,0,35,230,53,0,51,14,150,Grande,Whole Milk,No Whipped Cream
espresso,White Chocolate Mocha ,16,470,200,22,14,0.5,60,230,55,0,53,14,150,Grande,Whole Milk,Whipped Cream
espresso,White Chocolate Mocha ,16,360,100,11,8,0,25,240,53,0,51,14,150,Grande,2% Milk,No Whipped Cream
espresso,White Chocolate Mocha ,16,430,160,18,12,0,55,250,55,0,53,14,150,Grande,2% Milk,Whipped Cream
espresso,White Chocolate Mocha ,16,360,80,9,4.5,0,0,210,57,1,52,12,150,Grande,Soy (United States),No Whipped Cream
espresso,White Chocolate Mocha ,16,430,150,16,9,0,30,210,59,1,54,12,150,Grande,Soy (United States),Whipped Cream
